HR,Name,GLON,GLON_shifted,GLAT,Vmag
622,4Bet Tri,140.55,39.45,-25.2,3
623,14    Ari,144.08,35.92,-33.71,4.98
624,,148.23,31.77,-41.79,6.43
625,,189.29,-9.29,-69.87,6.1
626,,128.58,51.42,12.06,6.29
627,5    Per,133.51,46.49,-3.57,6.36
628,59    And,139.38,40.62,-21.28,5.63
629,59    And,139.38,40.62,-21.28,6.1
630,,208.31,-28.31,-72.2,6.48
631,15    Ari,147.4,32.6,-39.58,5.7
632,,264.22,-84.22,-67.31,5.85
633,16    Ari,144.53,35.47,-33.57,6.02
634,5    Tri,142.27,37.73,-28.32,6.23
635,64    Cet,154.2,25.8,-49.39,5.63
636,,264.54,-84.54,-66.99,6.32
637,,275.99,-95.99,-61.97,6.12
638,,174.54,5.46,-64.57,6.01
639,63    Cet,163.52,16.48,-58.23,5.93
640,55    Cas,131.08,48.92,4.98,6.07
641,,133.5,46.5,-2.61,6.44
642,6    Tri,142.98,37.02,-29.4,4.94
643,60    And,138.04,41.96,-16.23,4.83
644,,145.69,34.31,-35.09,5.96
645,,135.85,44.15,-9.73,5.31
646,17Eta Ari,147.14,32.86,-37.81,5.27
647,,137.1,42.9,-13.1,6.06
648,19    Ari,150.4,29.6,-43.2,5.71
649,65Xi 1Cet,154.55,25.45,-48.95,4.37
650,66    Cet,164.6,15.4,-58.52,5.54
651,,199.11,-19.11,-70.43,5.86
652,Mu  For,229.19,-49.19,-71.84,5.28
653,,137.3,42.7,-12.69,6.33
654,,134.38,45.62,-3.91,6.48
655,7    Tri,142.55,37.45,-26.27,5.28
656,20    Ari,145.74,34.26,-33.33,5.79
657,21    Ari,146.07,33.93,-34.01,5.58
658,,175.21,4.79,-63.45,6.55
659,,257.7,-77.7,-67.91,5.91
660,8Del Tri,142.43,37.57,-25.39,4.87
661,8    Per,134.25,45.75,-3.06,5.75
662,7    Per,134.39,45.61,-3.42,5.98
663,,138.78,41.22,-15.9,6.7
664,9Gam Tri,142.65,37.35,-25.71,4.01
665,,147.05,32.95,-35.06,6.55
666,67    Cet,171.27,8.73,-60.99,5.51
667,Pi 1Hyi,291.57,-111.57,-47.42,5.55
668,,132.36,47.64,3.1,6.6
669,22The Ari,149.27,30.73,-38.5,5.62
670,62    And,137.99,42.01,-12.91,5.3
671,,138.29,41.71,-13.77,6.21
672,,162.2,17.8,-54.38,5.58
673,,137.46,42.54,-11.42,6.37
674,Phi Eri,275.35,-95.35,-60.82,3.56
675,10    Tri,145.22,34.78,-30.41,5.03
676,,147.8,32.2,-35.44,6.46
677,,140.79,39.21,-19.96,6.63
678,Pi 2Hyi,291.35,-111.35,-47.45,5.69
679,,138.24,41.76,-12.89,6.11
680,,144.79,35.21,-28.89,6.47
681,68Omi Cet,167.75,12.25,-57.98,3.04
682,63    And,137.29,42.71,-10.21,5.59
683,,214.47,-34.47,-70.41,6.34
684,,169.55,10.45,-58.98,6.5
685,9    Per,135.51,44.49,-4.79,5.17
686,,257.92,-77.92,-66.77,6.37
687,,140.8,39.2,-18.28,5.82
688,,280.1,-100.1,-57.09,5.81
689,69    Cet,164.95,15.05,-54.92,5.28
690,,135.87,44.13,-5.17,6.28
691,70    Cet,166.4,13.6,-55.9,5.42
692,,179.78,0.22,-63.15,5.46
693,,193.3,-13.3,-67.06,5.87
694,64    And,137.86,42.14,-10.15,5.19
695,Kap For,208.85,-28.85,-69.21,5.2
696,10    Per,135.62,44.38,-3.93,6.25
697,,195.13,-15.13,-67.2,6.22
698,,260.03,-80.03,-65.6,6.31
699,65    And,137.95,42.05,-9.83,4.71
700,,247.15,-67.15,-68.09,6.53
701,,273.28,-93.28,-60.44,5.92
702,24Xi  Ari,157.03,22.97,-45.99,5.47
703,,214.69,-34.69,-69.2,6.44
704,71    Cet,169.53,10.47,-56.93,6.33
705,Del Hyi,291.25,-111.25,-46.37,4.09
706,,254.5,-74.5,-66.45,6.18
707,Iot Cas,132.12,47.88,6.29,4.52
708,72Rho Cet,183.75,-3.75,-63.35,4.89
709,66    And,138.18,41.82,-9.42,6.12
710,,189.53,-9.53,-65.08,5.83
711,,147.91,32.09,-31.18,6.18
712,11    Tri,145.72,34.28,-26.79,5.54
713,,200.01,-20.01,-67.12,5.88
714,Lam Hor,283.79,-103.79,-53.2,5.35
715,Kap Hyi,294.47,-114.47,-41.95,5.01
716,,136.55,43.45,-4.72,6.51
717,12    Tri,146.86,33.14,-28.67,5.29
718,73Xi 2Cet,159.69,20.31,-47.39,4.28
719,,165.42,14.58,-52.76,6.45
720,13    Tri,146.89,33.11,-28.37,5.89
721,Kap Eri,267.12,-87.12,-62.24,4.25
722,,289.17,-109.17,-48.04,6.41
723,,150.24,29.76,-34.16,6.19
724,Phi For,236.68,-56.68,-68.2,5.14
725,,159.26,20.74,-46.27,6.07
726,,145.4,34.6,-24.69,6.25
727,,229.36,-49.36,-68.46,6.11
728,,149.62,30.38,-32.45,5.92
729,26    Ari,152.63,27.37,-37.23,6.15
730,,207.1,-27.1,-67.27,6.77
731,27    Ari,154.01,25.99,-39.09,6.23
732,,168.08,11.92,-53.68,6
733,,213.52,-33.52,-67.78,6.51
734,,287,-107,-49.73,6.37
735,,206.86,-26.86,-67.09,6.1
736,14    Tri,144.74,35.26,-22.43,5.15
737,,166.25,13.75,-51.98,5.25
738,,145.62,34.38,-23.82,5.83
739,75    Cet,169.94,10.06,-54.44,5.35
740,76Sig Cet,191.12,-11.12,-63.78,4.75
741,29    Ari,156.28,23.72,-41.18,6.04
742,,242.77,-62.77,-66.74,6.3
743,,130.71,49.29,11.58,5.16
744,Lam1For,238.27,-58.27,-67,5.9
745,,201.48,-21.48,-65.57,6.21
746,,143.84,36.16,-18.95,6.36
747,,133.55,46.45,5.09,5.78
748,,144.92,35.08,-21.07,5.71
749,Ome For,221.7,-41.7,-67.34,4.9
750,15    Tri,146.14,33.86,-23.44,5.35
751,,162.6,17.4,-47.26,6.18
752,77    Cet,179.49,0.51,-58.87,5.75
753,,163.39,16.61,-47.62,5.82
754,78Nu  Cet,164.48,15.52,-48.67,4.86
755,,270.92,-90.92,-59.19,6.24
756,,144.53,35.47,-19.67,5.9
757,,147.8,32.2,-26.13,6.1
758,,146.59,33.41,-23.71,5.3
759,80    Cet,179.86,0.14,-58.61,5.53
760,,144.09,35.91,-18.59,6.54
761,,147.26,32.74,-24.94,6.25
762,,284.65,-104.65,-50.76,6.77
763,31    Ari,159.13,20.87,-42.91,5.68
764,30    Ari,151.47,28.53,-32.31,7.09
765,30    Ari,151.49,28.51,-32.31,6.5
766,,162.83,17.17,-46.83,5.81
767,Iot1For,226.39,-46.39,-66.88,5.75
768,,145.24,34.76,-20.47,6.18
769,,145.1,34.9,-20.13,6.3
770,,163.28,16.72,-46.66,6.39
771,81    Cet,174.49,5.51,-55.25,5.65
772,Lam2For,237.68,-57.68,-66.24,5.79
773,32Nu  Ari,153.46,26.54,-34.47,5.43
774,,127.33,52.67,19.59,5.78
775,,167.32,12.68,-49.96,6.21
776,Mu  Hyi,297.19,-117.19,-36.88,5.28
777,Iot2For,226.75,-46.75,-66.41,5.83
778,Eta Hor,272.31,-92.31,-57.82,5.31
779,82Del Cet,170.76,9.24,-52.21,4.07
780,,245.54,-65.54,-65.1,6.49
781,83Eps Cet,187.19,-7.19,-60.41,4.84
782,33    Ari,151.02,28.98,-29.79,5.3
783,,165.32,14.68,-47.6,6.25
784,,183.54,-3.54,-58.84,5.78
785,11    Per,138.51,41.49,-4.35,5.77
786,,227.82,-47.82,-66.03,6.52
787,,139.16,40.84,-5.79,5.84
788,12    Per,144.84,35.16,-17.91,4.91
789,,255.67,-75.67,-62.98,4.75
790,84    Cet,172.42,7.58,-52.68,5.71
791,,133.34,46.66,7.27,5.95
792,,141.4,38.6,-10.56,6.48
793,34Mu  Ari,155.53,24.47,-35.74,5.69
794,Iot Eri,249.3,-69.3,-64.07,4.11
795,,175.53,4.47,-54.4,6.05
796,,192.38,-12.38,-61.45,5.98
797,,162.07,17.93,-43.53,6.3
798,,285.44,-105.44,-49.01,6.55
799,13The Per,141.16,38.84,-9.61,4.12
800,14    Per,143.31,36.69,-14.07,5.43
801,35    Ari,151.29,28.71,-28.93,4.66
802,Zet Hor,274.43,-94.43,-56.11,5.21
803,,152.53,27.47,-30.69,6.35
804,86Gam Cet,168.92,11.08,-49.38,3.47
805,,245.9,-65.9,-64.29,6.01
806,Eps Hyi,288.96,-108.96,-45.82,4.11
807,,261.96,-81.96,-60.83,6.1
808,36    Ari,157.47,22.53,-37.42,6.46
809,37Omi Ari,159.22,20.78,-39.46,5.77
810,Iot Hor,268.82,-88.82,-58.33,5.41
811,89Pi  Cet,191.81,-11.81,-60.57,4.25
812,38    Ari,161.43,18.57,-41.79,5.18
813,87Mu  Cet,163.25,16.75,-43.7,4.27
814,,250.3,-70.3,-63.35,6.36
815,,132.89,47.11,9.07,6.18
816,,168.09,11.91,-47.92,6.03
817,,232.25,-52.25,-65,6.22
818,1Tau1Eri,200.83,-20.83,-62.53,4.47
819,,147.73,32.27,-21.26,6.25
820,,147.96,32.04,-21.64,6.3
821,,271.1,-91.1,-57.02,6.15
822,,260.97,-80.97,-60.49,6.85
823,,287.19,-107.19,-46.84,6.26
824,39    Ari,151.42,28.58,-27.1,4.51
825,,138.47,41.53,-2.18,6.25
826,,207.44,-27.44,-63.24,6.49
827,,209.3,-29.3,-63.39,6.47
828,40    Ari,158.18,21.82,-36.45,5.82
829,,133.47,46.53,8.52,5.8
830,,153.91,26.09,-30.53,5.86
831,,147.54,32.46,-19.84,6.45
832,,190.42,-10.42,-59.04,6.9
833,Gam Hor,284.11,-104.11,-49.05,5.74
834,15Eta Per,139.14,40.86,-3.18,3.76
835,Eta1For,238.99,-58.99,-63.93,6.51
836,42Pi  Ari,158.93,21.07,-37.04,5.22
837,Zet Hyi,287.76,-107.76,-46,4.84
838,41    Ari,152.98,27.02,-28.61,3.63
839,,138.2,41.8,-0.94,6.45
840,16    Per,147.25,32.75,-18.86,4.23
841,Bet For,231.79,-51.79,-64.02,4.46
842,,143.38,36.62,-11.2,5.88
843,17    Per,149.07,30.93,-21.64,4.53
844,Gam1For,214.12,-34.12,-63.29,6.14
845,Gam2For,221.64,-41.64,-63.79,5.39
846,,140.73,39.27,-5.63,6.36
847,43Sig Ari,161.17,18.83,-38.72,5.49
848,Eta2For,239.41,-59.41,-63.34,5.92
849,,142.83,37.17,-9.54,6.26
850,2Tau2Eri,206.8,-26.8,-62.09,4.75
851,Eta3For,239.01,-59.01,-63.28,5.47
852,Nu  Hor,282.75,-102.75,-49.46,5.26
853,,248.01,-68.01,-62.21,6.36
854,18Tau Per,141.02,38.98,-5.74,3.95
855,20    Per,147.81,32.19,-18.55,5.33
856,,160.59,19.41,-37.33,6.31
857,,192.06,-12.06,-58.26,6.04
858,,228.14,-48.14,-63.47,6.4
859,,187.02,-7.02,-56.35,6.32
860,,137.21,42.79,2.15,5.59
861,,135.96,44.04,4.67,6.24
862,,209.96,-29.96,-61.94,5.95
863,Psi For,244.62,-64.62,-62.12,5.92
864,,142.08,37.92,-6.89,6.22
865,,143.97,36.03,-10.53,6.02
866,,282.43,-102.43,-49.13,6.03
867,45Rho2Ari,159.93,20.07,-35.45,5.91
868,,265.46,-85.46,-57.38,4
869,46Rho3Ari,160.29,19.71,-35.62,5.63
870,,167.75,12.25,-43.37,5.97
871,,266.92,-86.92,-56.8,6.21
872,Nu  Hyi,293.35,-113.35,-39.77,4.75
873,21    Per,151.88,28.12,-23.77,5.11
874,3Eta Eri,187.15,-7.15,-55.31,3.89
875,,180.36,-0.36,-52.04,5.17
876,,148.45,31.55,-17.9,6.04
877,,171.55,8.45,-46.17,6.11
878,47    Ari,158.88,21.12,-33.22,5.8
879,22Pi  Per,148.04,31.96,-16.92,4.7
880,,283.75,-103.75,-47.86,6.56
881,,129.08,50.92,18.19,5.49
882,24    Per,150.45,29.55,-20.78,4.93
883,4    Eri,213.46,-33.46,-61.47,5.45
884,,226.08,-46.08,-62.31,6.29
885,,144.44,35.56,-10.22,5.47
886,,147.5,32.5,-15.64,5.89
887,48Eps Ari,158.69,21.31,-32.51,4.63
888,48Eps Ari,158.69,21.31,-32.51,4.63
889,6    Eri,213.02,-33.02,-61.25,5.84
890,,142.11,37.89,-5.63,5.28
891,,142.11,37.89,-5.63,6.74
892,,179.79,0.21,-51.03,5.23
893,,243.71,-63.71,-61.42,6.41
894,,149.09,30.91,-18.11,6.11
895,,189.01,-9.01,-55.34,6.14
896,91Lam Cet,168.21,11.79,-42.41,4.7
897,The1Eri,247.86,-67.86,-60.74,3.24
898,The2Eri,247.85,-67.85,-60.73,4.35
899,5    Eri,179.67,0.33,-50.64,5.56
900,,224.1,-44.1,-61.85,6.14
901,Zet For,216.57,-36.57,-61.27,5.71
902,,166.8,13.2,-40.74,5.95
903,,231.73,-51.73,-61.79,6.31
904,7    Eri,180.47,-0.47,-50.7,6.11
905,49    Ari,156.02,23.98,-27.9,5.9
906,,128.14,51.86,20.05,5.95
907,8Rho1Eri,186.62,-6.62,-53.64,5.75
908,,172.01,7.99,-44.75,6.25
909,Bet Hor,282.85,-102.85,-47.79,4.99
910,93    Cet,173.08,6.92,-45.39,5.61
911,92Alp Cet,173.32,6.68,-45.59,2.53
912,,190.03,-10.03,-54.8,5.83
913,,185.31,-5.31,-52.74,6.19
914,Eps For,222.48,-42.48,-61.23,5.89
915,23Gam Per,142.07,37.93,-4.34,2.93
916,,155.26,24.74,-26.19,6.36
917,9Rho2Eri,187.04,-7.04,-53.34,5.32
918,,140.59,39.41,-1.5,4.76
919,11Tau3Eri,213.54,-33.54,-60.29,4.09
920,,140.92,39.08,-2.04,6.11
921,25Rho Per,149.6,30.4,-17.01,3.39
922,,137.14,42.86,5,5.89
923,,148.7,31.3,-15.49,6.05
924,,163.84,16.16,-36.22,6.49
925,10Rho3Eri,187.3,-7.3,-52.98,5.26
926,,176.17,3.83,-46.77,6.05
927,52    Ari,157.53,22.47,-28.47,6.8
928,52    Ari,157.53,22.47,-28.47,7
929,,259.36,-79.36,-57.5,5.82
930,,143.14,36.86,-5.21,6.31
931,,166.31,13.69,-38.06,5.62
932,,132.11,47.89,14.08,4.87
933,,145.59,34.41,-9.47,6.41
934,Mu  Hor,277.43,-97.43,-50.34,5.11
935,,185.87,-5.87,-51.62,5.27
936,26Bet Per,148.98,31.02,-14.9,2.12
937,Iot Per,144.58,35.42,-7.39,4.05
938,53    Ari,162.98,17.02,-34.21,6.11
939,The Hyi,289.93,-109.93,-41.76,5.53
940,54    Ari,162.53,17.47,-33.35,6.27
941,27Kap Per,147.12,32.88,-11.43,3.8
942,,170.83,9.17,-41.3,6.28
943,,222.28,-42.28,-59.84,6.19
944,55    Ari,156.01,23.99,-24.78,5.72
945,,156.9,23.1,-25.75,6.42
946,,157.54,22.46,-26.48,6.02
947,28Ome Per,150.23,29.77,-15.73,4.63
948,,168.4,11.6,-38.41,5.98
949,,146.06,33.94,-8.71,6.33
950,,148.87,31.13,-13.3,6.15
951,57Del Ari,162.6,17.4,-32.14,4.35
952,,167.61,12.39,-37.4,6.12
953,,214.63,-34.63,-58.5,6.38
954,56    Ari,157.68,22.32,-25.95,5.79
955,,184.19,-4.19,-49.29,6.05
956,,145.96,34.04,-8.25,5.9
957,,201.29,-21.29,-55.78,6.26
958,,173.4,6.6,-41.99,5.56
959,,287.07,-107.07,-43.42,6.15
960,,261.22,-81.22,-55.59,6.12
961,,130.66,49.34,17.16,5.45
962,94    Cet,181.5,-1.5,-47.34,5.06
963,Alp For,224.75,-44.75,-59.04,3.87
964,,141.57,38.43,-0.41,5.79
965,,126.5,53.5,23.2,5.61
966,,149.24,30.76,-12.92,6.07
967,,137.24,42.76,6.93,6.36
968,,253.82,-73.82,-56.96,5.93
969,,144.89,35.11,-5.66,5.03
970,,238.21,-58.21,-58.76,6.27
971,,156.23,23.77,-22.85,5.52
972,58Zet Ari,162.38,17.62,-30.62,4.89
973,,147.87,32.13,-10.41,6.16
974,,226.36,-46.36,-58.76,6.16
975,,154.91,25.09,-20.9,6.31
976,,153.87,26.13,-19.35,6.25
977,,273.3,-93.3,-50.9,5.74
978,,155.47,24.53,-21.36,6.06
979,,150.73,29.27,-14.39,6.45
980,,219.41,-39.41,-58,6.25
981,,295.34,-115.34,-36.05,5.57
982,30    Per,148.85,31.15,-11.36,5.47
983,,187.86,-7.86,-49.63,6.17
984,13Zet Eri,191.58,-11.58,-51.31,4.8
985,,137.46,42.54,7.06,4.84
986,,151.51,28.49,-15.34,5.96
987,29    Per,145.6,34.4,-6.06,5.15
988,14    Eri,192.19,-12.19,-51.33,6.14
989,31    Per,145.74,34.26,-6.12,5.03
990,,228.37,-48.37,-58.26,6.65
991,,154.63,25.37,-19.43,4.82
992,95    Cet,182.52,-2.52,-46.1,5.38
993,,224.61,-44.61,-57.71,5.91
994,15    Eri,213.26,-33.26,-56.46,4.88
995,59    Ari,159.34,20.66,-25.11,5.9
996,96Kap1Cet,178.22,1.78,-43.08,4.83
997,,206.62,-26.62,-55.15,5.71
998,,258.81,-78.81,-54.94,5.85
999,,158.14,21.86,-23.46,4.47
1000,60    Ari,160.37,19.63,-26.17,6.12
1001,,146.67,33.33,-6.74,5.93
1002,32    Per,149.81,30.19,-11.58,4.95
1003,16Tau4Eri,212.09,-32.09,-56,3.69
1004,,216.21,-36.21,-56.59,5.61
1005,61Tau1Ari,163.66,16.34,-29.64,5.28
1006,Zet1Ret,279.12,-99.12,-47.22,5.54
1007,97Kap2Cet,178.32,1.68,-42.54,5.69
1008,,250.78,-70.78,-56.11,4.27
1009,,138.46,41.54,6.44,5.23
1010,Zet2Ret,279,-99,-47.23,5.24
1011,,146.78,33.22,-6.5,5.29
1012,62    Ari,159.43,20.57,-24.38,5.52
1013,,220.75,-40.75,-56.82,6.39
1014,,283.83,-103.83,-44.38,6.05
1015,63Tau2Ari,164.27,15.73,-29.73,5.09
1016,,215.54,-35.54,-56.07,5.52
1017,33Alp Per,146.57,33.43,-5.86,1.79
1018,,219.04,-39.04,-56.3,6.35
1019,,156.09,23.91,-19.3,5.61
1020,,144.5,35.5,-2.36,6.51
1021,,258.4,-78.4,-54.29,6.39
1022,64    Ari,161.78,18.22,-26.39,5.5
1023,,177.72,2.28,-41.26,6.38
1024,,191.8,-11.8,-49.2,6.2
1025,Iot Hyi,293.66,-113.66,-37.01,5.52
1026,,151.58,28.42,-12.91,6.51
1027,65    Ari,164.58,15.42,-29.43,6.08
1028,,170.87,9.13,-35.66,6.04
1029,,147.2,32.8,-6.33,6.09
1030,1Omi Tau,174.12,5.88,-38.16,3.6
1031,,231.95,-51.95,-56.71,6.5
1032,,134.7,45.3,12.72,6.32
1033,,141.25,38.75,3.09,6.49
1034,,147.52,32.48,-6.19,4.98
1035,,141.5,38.5,2.88,4.21
1036,,166.64,13.36,-30.61,6.57
1037,,147.19,32.81,-5.46,5.58
1038,2Xi  Tau,174.01,5.99,-37.25,3.74
1039,,171.47,8.53,-35.06,6.28
1040,,142.19,37.81,2.06,4.54
1041,,156.6,23.4,-18.61,5.61
1042,Chi1For,237.74,-57.74,-56.16,6.39
1043,,141.94,38.06,2.49,6.13
1044,34    Per,147.45,32.55,-5.7,4.67
1045,,222.37,-42.37,-55.7,5.93
1046,,144.14,35.86,-0.75,5.09
1047,,148.93,31.07,-7.8,6.24
1048,66    Ari,163.95,16.05,-27.29,6.03
1049,,247.78,-67.78,-55.3,6.32
1050,,197.35,-17.35,-50.01,5.73
1051,,148.42,31.58,-6.73,5.82
1052,35Sig Per,148.48,31.52,-6.83,4.36
1053,,286.07,-106.07,-42.15,6.15
1054,Chi2For,237.27,-57.27,-55.85,5.71
1055,,134.1,45.9,14.14,6.57
1056,,147.9,32.1,-5.74,6.29
1058,Chi3For,237.56,-57.56,-55.71,6.5
1059,,147.84,32.16,-5.56,6.39
1060,,191.86,-11.86,-47.34,5.99
1061,4    Tau,173.32,6.68,-35.55,5.14
1062,,199.55,-19.55,-50.32,5.59
1063,,148.68,31.32,-6.65,5.47
1064,,285.65,-105.65,-42.24,5.96
1065,,161.21,18.79,-23.17,5.96
1066,5    Tau,172.07,7.93,-34.32,4.11
1067,,178.04,1.96,-39.07,5.94
1068,,142.64,37.36,2.24,6.4
1069,36    Per,149.87,30.13,-8.22,5.31
1070,17    Eri,189.96,-9.96,-46.18,4.73
1071,,143.17,36.83,1.52,6.37
1072,,150.61,29.39,-9.18,6.41
1073,,144.84,35.16,-0.84,5.98
1074,,156.32,23.68,-16.75,5.9
1075,,249.21,-69.21,-54.41,5.78
1076,,247.06,-67.06,-54.61,6.12
1077,,142.05,37.95,3.39,6.46
1078,,153.72,26.28,-13.09,5.81
1079,6    Tau,175.51,4.49,-36.55,5.77
1080,,132.81,47.19,16.2,6.27
1081,,256.87,-76.87,-53,5.99
1082,,219.83,-39.83,-54.18,6.38
1083,Kap Ret,278.36,-98.36,-45.94,4.72
1084,18Eps Eri,195.86,-15.86,-48.04,3.73
1085,,168.8,11.2,-30.19,6.17
1086,7    Tau,163.95,16.05,-25.14,5.92
1087,37Psi Per,149.17,30.83,-6.09,4.23
1088,19Tau5Eri,213.52,-33.52,-52.78,4.27
1089,,178.7,1.3,-38.17,6.49
1090,,261.29,-81.29,-51.65,5.68
1091,,196.69,-16.69,-47.9,6.25
1092,,282.23,-102.23,-43.68,5.83
1093,,229.23,-49.23,-54.48,6.2
1094,,144.23,35.77,1.13,6.3
1095,,230.61,-50.61,-54.4,6.4
1096,,275.72,-95.72,-46.68,6.41
1097,,152.76,27.24,-10.44,6.42
1098,,198.66,-18.66,-48.26,5.57
1099,,184.91,-4.91,-41.57,5.71
1100,20    Eri,207.47,-27.47,-50.85,5.23
1101,10    Tau,185.12,-5.12,-41.66,4.28
1102,,171.46,8.54,-31.35,6.39
1103,,167.43,12.57,-27.13,6.5
1104,,281.13,-101.13,-43.84,6.75
1105,,140.84,39.16,6.44,5.1
1106,,244.85,-64.85,-53.51,4.58
1107,,125.76,54.24,24.91,5.86
1108,,194.29,-14.29,-45.81,5.85
1109,,293.79,-113.79,-35.8,5.7
1110,,170.9,9.1,-30.28,6.16
1111,21    Eri,192.27,-12.27,-44.75,5.96
1112,,142.87,37.13,3.9,5.76
1113,,156.37,23.63,-14.04,5.57
1114,Tau For,224.16,-44.16,-53.08,6.01
1115,12    Tau,183.01,-3.01,-39.42,5.57
1116,,189.82,-9.82,-43.37,6.23
1117,,198.28,-18.28,-47.14,6.19
1118,11    Tau,164.54,15.46,-23.55,6.11
1119,,187.38,-7.38,-41.97,6.12
1120,,204.83,-24.83,-49.12,6.33
1121,22    Eri,192.1,-12.1,-44.18,5.53
1122,39Del Per,150.28,29.72,-5.77,3.01
1123,40    Per,158.92,21.08,-16.7,4.97
1124,,138.68,41.32,9.84,5.8
1125,,200.36,-20.36,-47.4,6.49
1126,13    Tau,169,11,-27.51,5.69
1127,,149.99,30.01,-5.06,6.06
1128,,211.27,-31.27,-50.46,6.59
1129,,141.1,38.9,6.81,4.8
1130,,151.56,28.44,-6.92,6.11
1131,38Omi Per,160.36,19.64,-17.74,3.83
1132,14    Tau,169.31,10.69,-27.3,6.14
1133,,157.64,22.36,-14.49,5.59
1134,Del For,230.88,-50.88,-52.77,5
1135,41Nu  Per,153.83,26.17,-9.63,3.77
1136,23Del Eri,198.1,-18.1,-46,3.54
1137,,168.47,11.53,-26.26,6.1
1138,,136.55,43.45,12.86,5.44
1139,,199.05,-19.05,-46.28,5.6
1140,16    Tau,166.04,13.96,-23.73,5.46
1141,,152,28,-7.11,5.66
1142,17    Tau,166.18,13.82,-23.85,3.7
1143,,239.76,-59.76,-52.69,4.59
1144,18    Tau,165.7,14.3,-23.26,5.64
1145,19    Tau,165.98,14.02,-23.53,4.3
1146,24    Eri,188.32,-8.32,-41.08,5.25
1147,,145.85,34.15,1.1,6.1
1148,Gam Cam,136.31,43.69,13.27,4.63
1149,20    Tau,166.17,13.83,-23.51,3.87
1150,25    Eri,187.48,-7.48,-40.49,5.55
1151,21    Tau,166.05,13.95,-23.36,5.76
1152,22    Tau,166.09,13.91,-23.36,6.43
1153,29    Tau,181.28,-1.28,-36.39,5.35
1154,,293.48,-113.48,-35.59,6.29
1155,,140.02,39.98,8.75,4.47
1156,23    Tau,166.57,13.43,-23.75,4.18
1157,,245.19,-65.19,-52.14,6.45
1158,,141.45,38.55,7.03,5.85
1159,,180.67,-0.67,-35.81,5.91
1160,,149.16,30.84,-2.9,6.14
1161,,145.3,34.7,2.19,6.46
1162,26Pi  Eri,201.55,-21.55,-46.47,4.42
1163,,160.08,19.92,-16.25,6.57
1164,,161.02,18.98,-17.33,6.25
1165,25Eta Tau,166.67,13.33,-23.45,2.87
1166,,138.26,41.74,11.18,6.32
1167,,256.76,-76.76,-50.51,6.49
1168,,265.8,-85.8,-48.46,6.3
1169,,255.67,-75.67,-50.63,5.73
1170,,153.52,26.48,-8.1,6.02
1171,Sig For,226.81,-46.81,-51.61,5.9
1172,,167.33,12.67,-23.83,5.45
1173,27Tau6Eri,217.34,-37.34,-50.32,4.23
1174,30    Tau,177.17,2.83,-32.53,5.07
1175,Bet Ret,279.24,-99.24,-43.54,3.85
1176,,153.02,26.98,-7.22,5.66
1177,42    Per,160.7,19.3,-16.42,5.11
1178,27    Tau,167.01,12.99,-23.23,3.63
1179,,227.75,-47.75,-51.5,6.55
1180,28    Tau,166.96,13.04,-23.17,5.09
1181,28Tau7Eri,218.37,-38.37,-50.3,5.24
1182,,187.65,-7.65,-39.43,5.91
1183,,167.37,12.63,-23.4,6.17
1184,Rho For,228.19,-48.19,-51.4,5.54
1185,,168.5,11.5,-24.44,6.07
1186,,237.74,-57.74,-51.73,6.21
1187,,214.04,-34.04,-49.27,5.81
1188,,166.1,13.9,-21.93,5.26
1189,,240.17,-60.17,-51.53,5.4
1190,,240.17,-60.17,-51.53,4.73
1191,,160.23,19.77,-15.14,5.77
1192,,145.22,34.78,3.22,5.8
1193,,168.97,11.03,-24.32,6.83
1194,,176.12,3.88,-30.7,6.3
1195,,237.88,-57.88,-51.4,4.17
1196,,136.36,43.64,13.96,6.34
1197,,162.44,17.56,-17.52,6.25
1198,,151.15,28.85,-3.98,5.76
1199,31    Tau,182.07,-2.07,-34.88,5.67
1200,,238.24,-58.24,-51.16,6.86
1201,,172.94,7.06,-27.41,5.97
1202,30    Eri,194.49,-14.49,-41.74,5.48
1203,44Zet Per,162.29,17.71,-16.69,2.85
1204,,142.28,37.72,7.42,5.03
1205,,143.53,36.47,5.9,5
1206,,211.06,-31.06,-47.44,6.22
1207,,151.94,28.06,-4.33,5.37
1208,Gam Hyi,289.13,-109.13,-37.8,3.24
1209,,163.08,16.92,-17.14,6.1
1210,43    Per,150.2,29.8,-2.1,5.28
1211,32    Eri,192.09,-12.09,-40.1,6.14
1212,32    Eri,192.1,-12.1,-40.1,4.79
1213,33Tau8Eri,220,-40,-49.14,4.65
1214,,235.57,-55.57,-50.53,5.11
1215,,160.47,19.53,-13.97,5.49
1216,,254.43,-74.43,-49.37,5.93
1217,,202.97,-22.97,-44.47,6
1218,32    Tau,169.59,10.41,-23.16,5.63
1219,,244.38,-64.38,-50.23,5.71
1220,45Eps Per,157.35,22.65,-10.09,2.89
1221,33    Tau,169.1,10.9,-22.63,6.06
1222,,168.19,11.81,-21.64,6.16
1223,,160.9,19.1,-13.96,6.53
1224,,183.49,-3.49,-34.22,6.09
1225,,200.29,-20.29,-43.1,6.19
1226,,158.23,21.77,-10.89,6.3
1227,,262.79,-82.79,-47.64,6.46
1228,46Xi  Per,160.37,19.63,-13.11,4.04
1229,,158.42,21.58,-10.75,6.38
1230,,130.51,49.49,20.91,5.1
1231,34Gam Eri,205.16,-25.16,-44.47,2.95
